county,town,name,addresses,lon,lat,geoAddress,X.U.505C..U.8ECA..U.5834.,X.U.5EC1..U.6240.,ATM,X.U.5EA7..U.4F4D..U.5340.,ibon.WiFi,OPEN..STORE,X.U.5343..U.79A7..U.8840..U.58D3..U.7AD9.,X.U.51B0..U.584A..U.676F..U.8CA9..U.552E.,X.U.971C..U.6DC7..U.6DCB.,X.U.53F0..U.5851..U.6709..U.6A5F..U.852C..U.83DC.,X.U.7F8E..U.599D.,Mister.Donut.U.751C..U.751C..U.5708.,ibon,X.U.73FE..U.8403..U.8336.,X.U.73FE..U.84B8..U.5730..U.74DC.,X.U.7D71..U.4E00..U.751F..U.6A5F.,OPEN..U.5152..U.7AE5..U.95B1..U.89BD..U.5BA4.,K.Seren,X21TOGO,X.U.70D8..U.57F9..U.574A.,X....CAFE.RESERVE,X.U.535A..U.5BA2..U.4F86.,X.U.7CD6..U.679C..U.5C4B.,X.U.65E5..U.672C.7.ELEVEN.U.9650..U.5B9A.,X.U.570B..U.969B..U.7CBE..U.54C1..U.5C08..U.6AC3.,X.U.7CBE..U.54C1..U.5496..U.5561.,CITY.CAFE.U.6C2E..U.6C23..U.98F2..U.54C1.,X.U.5929..U.7D20..U.5730..U.852C.,X.U.56B4..U.9078..U.7D20..U.6750..U.51B7..U.51CD..U.9BAE..U.7269.,X.U.5149..U.5408..U.5E15..U.5C3C..U.5C3C.,X.U.51B7..U.51CD..U.4EA4..U.8CA8..U.4FBF.,X.U.9152.BAR,X.U.5BF5..U.7269..U.751F..U.6D3B..U.5C08..U.5340.,X.U.9177..U.8056..U.77F3.,X.U.751C..U.9EDE..U.5C08..U.6AC3.
高雄市,大社區,鈦旺,高雄市大社區中山路261號,120.349125,22.731944,"no. 261, zhongshan rd, dashe district, kaohsiung city, taiwan 815",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,大社區,翠屏,高雄市大社區中山路344號346號,120.3509878,22.7314088,"no. 344, zhongshan rd, dashe district, kaohsiung city, taiwan 815",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,大社區,觀音,高雄市大社區大新路111號金龍路316號318號,120.353913,22.726566,"no. 111, jinlong rd, dashe district, kaohsiung city, taiwan 815",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,大阪,高雄市三民區建國三路28號30號1樓,120.3007593,22.6380069,"1, no. 28, jianguo 3rd rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,大義,高雄市三民區大昌二路123號123-1號,120.3319857,22.6436629,"no. 123, dachang 2nd rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,大德,高雄市三民區寶玉里大豐二路348號,120.3345039,22.6464937,"no. 348, dafeng 2nd rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,中都,高雄市三民區力行路248號,120.2864072,22.6381866,"no. 248, lixing rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,元隆,高雄市三民區正興里建元路58號1及2樓,120.3176443,22.6466128,"2, no. 58, jianyuan rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,方城市,高雄市三民區文濱路22號,120.348438,22.6387398,"no. 22號, wenbin rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,平等,高雄市三民區九如一路805號,120.3204567,22.6397106,"no. 805, jiuru 1st rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,本元,高雄市三民區建工路317號319號,120.3316383,22.6532157,"no. 317號319號, jiangong rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
高雄市,三民區,光武,高雄市三民區寶德里覺民路338號,120.33521,22.640448,"no. 338, juemin rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,吉遠,高雄市三民區安東里吉林街271號,120.3065641,22.6486205,"no. 271, jilin st, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,如龍,高雄市三民區九如一路446號448號臥龍路67號,120.3298279,22.6389931,"no. 446, jiuru 1st rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
高雄市,三民區,安生,高雄市三民區十全一路74號,120.3118127,22.6449806,"no. 74, shihcyuan 1st rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
高雄市,三民區,安冠,高雄市三民區莊敬路289號,120.3183874,22.6496688,"no. 289, zhuangjing rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
高雄市,三民區,坎城,高雄市三民區十全一路183號,120.308598,22.64495,"no. 183, shihcyuan 1st rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,NA,1,1,NA,NA,NA,NA
高雄市,三民區,孝豐,高雄市三民區覺民路238號240號,120.3389285,22.6397785,"no. 238號 240號, juemin rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,宏明,高雄市三民區本和里大福街211號1樓,120.326108,22.657639,"1樓, no. 211號, dafu st, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
高雄市,三民區,沅興,高雄市三民區正興里正興路121號123號,120.3199582,22.6461818,"no. 121, zhengxing rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,延慶,高雄市三民區中民里永年街48號50號52號1樓,120.3178769,22.641489,"1, no. 48, yongnian st, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,昌富,高雄市三民區大豐一路151號153號,120.3309344,22.6571351,"no. 151, dafeng 1st rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,明仁,高雄市三民區鼎泰里明仁路8號,120.3141891,22.6603033,"no. 8, mingren rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA
高雄市,三民區,河堤,高雄市三民區鼎泰里河堤路510號,120.3137184,22.6651304,"no. 510號, hedi rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
高雄市,三民區,建志,高雄市三民區建工路462號一樓,120.3272715,22.6514757,"一樓, no. 462號, jiangong rd, sanmin district, kaohsiung city, taiwan 807064",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,建強,高雄市三民區建國三路437號,120.2910112,22.6360807,"no. 437, jianguo 3rd rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,後驛,高雄市三民區安和里察哈爾一街148號1樓,120.3036846,22.6477148,"807, taiwan, kaohsiung city, sanmin district, chahaer 1st st, 148號1樓",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,春陽,高雄市三民區寶珠里正忠路246號,120.3303027,22.6467044,"no. 246, zhengzhong rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,星展,高雄市三民區天祥一路88號,120.32112,22.667448,"no. 88, tianxiang 1st rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,1,NA,NA
高雄市,三民區,科工館,高雄市三民區安發里平等路91號93號,120.3207696,22.6404776,"no. 91, pingdeng rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,益昌,高雄市三民區九如二路582號,120.295226,22.6419423,"no. 582, jiuru 2nd rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,高捷站,高雄市三民區建國二路320號B1樓,120.302821,22.6379834,"b1, no. 320, jianguo 2nd rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA
高雄市,三民區,高雄三,高雄市三民區建國二路318號B1東側,120.3026074,22.6394209,"807, taiwan, kaohsiung city, sanmin district, jianguo 2nd rd, 318號台鐵西三門號b1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
高雄市,三民區,國城,高雄市三民區自立一路68號70號,120.2970932,22.6364265,"no. 68, zili 1st rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,清華,高雄市三民區義華路92號,120.3429057,22.6426089,"no. 92, yihua rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
高雄市,三民區,理馨,高雄市三民區明吉路9號,120.3132236,22.6618714,"no. 9, mingji rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,連興,高雄市三民區大連街336號1樓,120.3057383,22.6501476,"1樓, no. 336號, dalian st, sanmin district, kaohsiung city, taiwan 807019",NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,1,1,NA,1,NA,NA,1,1,1,NA,NA
高雄市,三民區,博河,高雄市三民區熱河二街17號,120.3019192,22.643989,"no. 17, rehe 2nd st, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,富都,高雄市三民區力行路83.85號,120.2888292,22.6387798,"lixing rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,智由,高雄市三民區德智里熱河一街190號192號,120.3084436,22.6437608,"no. 190, rehe 1st st, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,港東,高雄市三民區建國二路233號,120.3050569,22.6373833,"no. 233號, jianguo 2nd rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,港新,高雄市三民區建國一路417號,120.317009,22.6345729,"no. 417, jianguo 1st rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,皓東,高雄市三民區本武里大豐二路489號,120.3343338,22.6497703,"no. 489, dafeng 2nd rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,雄站,高雄市三民區港東里建國二路269號271號,120.3039533,22.6374916,"no. 269, jianguo 2nd rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,新大豐,高雄市三民區正忠路259號,120.3300875,22.6456908,"no. 259, zhengzhong rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,新本館,高雄市三民區大裕路119號,120.3285558,22.6561102,"no. 119, dayu rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA
高雄市,三民區,新立寧,高雄市三民區自立一路287號289號291號1樓,120.296139,22.642996,"1, no. 287, zili 1st rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
高雄市,三民區,新如東,高雄市三民區九如二路86號1樓,120.3110467,22.6408562,"1樓, no. 86號, jiuru 2nd rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA
高雄市,三民區,新有光,高雄市三民區有光路123號.125號.127號,120.3319958,22.6372576,"no. 123, youguang rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,新旺淇,高雄市三民區建國三路169號1樓,120.298044,22.6376122,"1, no. 169, jianguo 3rd rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA
高雄市,三民區,新統興,高雄市三民區黃興路151號,120.340733,22.646732,"no. 151, huangxing rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,新博如,高雄市三民區博愛一路1號,120.3024723,22.6414347,"807, taiwan, kaohsiung city, sanmin district, 博愛一路1號",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,新鼎吉,高雄市三民區明誠一路381號383號1樓,120.3230909,22.6599545,"1, no. 381, mingcheng 1st rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA
高雄市,三民區,新鼎祥,高雄市三民區鼎泰里民族一路543巷25號1樓,120.315316,22.6663438,"807, taiwan, kaohsiung city, sanmin district, lane 543, minzuyi rd, 25號1樓",NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA
高雄市,三民區,義明,高雄市三民區義華路169號,120.3402963,22.6427732,"no. 169, yihua rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,達仁,高雄市三民區吉林街68號,120.306261,22.641849,"no. 68, jilin st, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,達勇,高雄市三民區九如二路345-1號,120.303837,22.641028,"no. 345-1, jiuru 2nd rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,鼎力,高雄市三民區天祥一路124號,120.3199186,22.6676272,"no. 124, tianxiang 1st rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高雄市,三民區,鼎上,高雄市三民區鼎中路160號1樓,120.3193661,22.6620473,"1, no. 160, dingzhong rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,鼎中,高雄市三民區鼎中路735號737號1樓,120.3215892,22.6740034,"1, no. 735, dingzhong rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,鼎和,高雄市三民區鼎泰街222號,120.3184214,22.6655759,"no. 222, dingtai st, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,1,1,NA
高雄市,三民區,鼎強,高雄市三民區鼎金後路432號1樓,120.3243728,22.6714682,"1, no. 432, dingjinhou rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,鼎復,高雄市三民區鼎山街566-3號,120.317671,22.651918,"no. 566-3, dingshan st, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,鼎貴,高雄市三民區鼎貴路146號1樓,120.3236605,22.674049,"1, no. 146, dinggui rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,鼎新,高雄市三民區鼎新路82號86號88號1樓,120.3233707,22.6627435,"1, no. 82, dingxin rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,鼎瑞,高雄市三民區鼎泰里裕誠路56號,120.3148747,22.6638626,"no. 56, yucheng rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,嫩江,高雄市三民區嫩江街101號,120.298388,22.643787,"no. 101, nenjiang st, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,鳳中,高雄市三民區建國三路285號1樓,120.2952069,22.6373309,"1樓, no. 285號, jianguo 3rd rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,興安邦,高雄市三民區安邦里察哈爾二街83號1樓.85號1樓,120.3002103,22.6477495,"85 号 1, no. 83, chahaer 2nd st, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,NA,1,1,NA,1,NA,NA
高雄市,三民區,興國,高雄市三民區建國二路123號1樓,120.3085726,22.6373971,"807, taiwan, kaohsiung city, sanmin district, jianguo 2nd rd, 123號1樓",NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,1,NA,1,NA,NA
高雄市,三民區,龍城,高雄市三民區寶安里建興路51號53號1樓,120.3301681,22.6420978,"1, no. 51, jianxing rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,雙興,高雄市三民區正興路1號3號,120.3230519,22.6460558,"no. 1, zhengxing rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA
高雄市,三民區,寶民,高雄市三民區寶民里正義路337號,120.3424526,22.6351248,"no. 337, zhengyi rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
高雄市,三民區,寶盛,高雄市三民區覺民路579號,120.3295331,22.6407565,"no. 579, juemin rd, sanmin district, kaohsiung city, taiwan 807",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
高雄市,三民區,覺民,高雄市三民區覺民路113號115號,120.3416134,22.6390171,"no. 113, juemin rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA
高雄市,三民區,鑫永年,高雄市三民區安康里九如一路877號,120.3174605,22.6398617,"no. 877號, jiuru 1st rd, sanmin district, kaohsiung city, taiwan 807",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
