en_address,county,town,name,addresses,停車場,廁所,ATM,座位區,ibon WiFi,OPEN! STORE,千禧血壓站,冰塊杯販售,霜淇淋,台塑有機蔬菜,美妝,Mister Donut甜甜圈,ibon,現萃茶,現蒸地瓜,統一生機,OPEN!兒童閱覽室,K·Seren,21TOGO,烘培坊,!+? CAFE RESERVE,博客來,糖果屋,日本7-ELEVEN限定,國際精品專櫃,精品咖啡,CITY CAFE氮氣飲品,天素地蔬,嚴選素材冷凍鮮物,光合帕尼尼,冷凍交貨便,酒BAR,寵物生活專區,酷聖石,甜點專櫃
"No. 22-10, Taikangli, Liuying District, Tainan City",台南市,柳營區,新天地,台南市柳營區太康里22鄰201-10號,,,1,,,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 24, Section 1, Zhongbei East Road, East District, Tainan City",台南市,東區,一心,台南市東區中華東路一段24號,,1,1,1,1,,,,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 508, East District, Tainan City",台南市,東區,力大,台南市東區生產路508號,,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,1,,,1,,,,
"No. 108, No. 108, Section 3, East District, Tainan City",台南市,東區,大世紀,台南市東區自由路三段108號1樓,,1,1,1,,,,,,1,,,1,1,1,,,,,,,,,1,1,1,,,1,,1,,,,
"No. 256 Xiaodong Road, East District, Tainan City",台南市,東區,小東,台南市東區小東路256號,,,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 59, Renhe Road, East District, Tainan City",台南市,東區,仁文,台南市東區仁和路57-7號59號1樓,,,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 310, No. 310, No. 310, No. 312, Beimen Road, East District, Tainan City",台南市,東區,北門,"台南市東區北門路一段310號,312號",,,1,1,1,,1,,,,,1,1,1,1,,,,,,,,,1,1,1,,1,,1,1,,,,
"No. 133 Renhe Road, Dong District, Tainan City",台南市,東區,古都,台南市東區仁和路133號,,,1,,1,,,1,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,
"No. 687, Chongde Road, East District, Tainan City",台南市,東區,市醫,台南市東區崇德路685號687號,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,1,1,
"No. 220, Section 3, Dongmen Road, East District, Tainan City",台南市,東區,立東,台南市東區東門路三段220號,1,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 670, Chongde Road, East District, Tainan City",台南市,東區,吉吉好,台南市東區崇德路670號,,,1,,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,1,,,,,,,
"No. 320, Yuonong Road, Fuqiangli, East District, Tainan City",台南市,東區,好富,台南市東區富強里裕農路320號,,1,1,1,1,,,1,,,,,1,1,1,,,,,,,,,1,1,1,,1,,1,1,,,,
"1st and 2nd Floor, No. 118 Shengli Road, East District, Tainan City",台南市,東區,成商,台南市東區大學里勝利路118號1、2樓,,,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 126, Renhe Road, Tainan City",台南市,東區,竹篙厝,台南市東區仁和路126號1樓,,,1,1,,1,,,,,1,1,1,1,1,,,1,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1
"No. 37, Section 2, Freedom Road, East District, Tainan City",台南市,東區,自由,台南市東區和平里自由路二段37號,,1,1,1,1,,,,,1,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"58 Dechang Road, East District, Tainan City",台南市,東區,沐東風,台南市東區德昌路58號,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,1,,1,,
"1st floor, No. 293, Dong'an Road, Dong'an Road, Tainan City",台南市,東區,東和,台南市東區東安路291號293號1樓,,1,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 293, Section No. 293, Zhonghua East Road, East District, Tainan City",台南市,東區,東城,台南市東區中華東路二段293號,,1,1,1,1,,1,1,,,,,1,1,1,,,,,,,,,1,1,1,,,,,1,,,,
"102 Dong'an Road, Dong'an Road, Tainan City",台南市,東區,東凱,台南市東區東安路102號,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 379, Section 3, Zhongdong Road, East District, Tainan City",台南市,東區,東發,台南市東區中華東路三段379號,,,1,,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,
"No. 90, Zhuangjing Road, Dong District, Tainan City; No. 35-1, Dongping Road, 1st Floor, No. 35-2",台南市,東區,東敬,"台南市東區莊敬路90號1樓;東平路35-1號,35-2號1樓",,,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 141, Section 3, Zhonghua East Road, East District, Tainan City",台南市,東區,東萬,台南市東區中華東路三段141號1樓,,1,1,1,,1,,,,,,,1,,1,,,,,,,1,,1,1,1,,,1,,1,,1,,
"No. 167, Section 1, Flyong Street, East District, Tainan City",台南市,東區,東澓,台南市東區富農街一段167號1樓,,,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 362, Section 1, Dongmen Road, East District, Tainan City",台南市,東區,東龍,台南市東區東門路一段362號,,,1,1,1,,1,1,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,1,,
"No. 12, Section 3, East District, Tainan City",台南市,東區,長寧,台南市東區長榮路三段12號,,,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,1,,,,,,,
"No. 139, Section 3, East District, Tainan City",台南市,東區,長榮,台南市東區長榮路三段139號,,,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,,1,,1,,,1,,,,
"No. 366, Section 1, Section No. 366, Section 1, East District, Tainan City",台南市,東區,南紡,台南市東區中華東路一段366號3樓,,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,,,,1,,,,,
"No. 111, No. 109 Longshan Street, East District, Tainan City",台南市,東區,帝標,台南市東區龍山街109號111號,,,1,1,1,,,1,,1,1,,1,1,1,1,,1,,,,,,1,1,1,,,,,1,,1,,
"No. 12, Section 2, Beimen Road, East District, Tainan City",台南市,東區,致聖,台南市東區北門路二段12號,,,1,,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st floor, No. 41, Dongxing Road, Dongguangli, Dong District, Tainan City",台南市,東區,席悅,台南市東區東光里東興路41號1樓,,1,1,1,1,1,,,,1,1,,1,1,1,1,,,,,,1,,1,1,1,,1,,1,1,,1,,
"No. 171-177, Section 2, Zhonghua East Road, East District, Tainan City",台南市,東區,財神,台南市東區中華東路二段171-177號,,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,,,,,
"No. 184, Section 1, Linden Road, East District, Tainan City",台南市,東區,崇明,台南市東區林森路一段184號,,,1,1,1,,,,,,,,1,,,1,,,,,,,,1,,1,,,,,1,,,,
"1st Floor, No. 561, Chongming Road, Chongcheng, Tainan City",台南市,東區,崇祐,台南市東區崇成里崇明路561號1樓,,1,1,1,1,,,1,,,,,1,,,1,1,,,,,,,1,1,1,,,,,1,,,,
"No. 259, Chongshan Road, East District, Tainan City",台南市,東區,崇華,台南市東區崇善路259號1樓,,1,1,1,1,1,,,,,1,,1,,1,1,,1,,,,1,,1,1,1,,1,1,,1,1,,,
"No. 571, Chongshan Road, East District, Tainan City",台南市,東區,崇道,台南市東區崇善路571號,,1,1,1,1,,1,,,,,,1,1,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 168 Chongshan Road, East District, Tainan City",台南市,東區,崇學,台南市東區崇善路168號,,1,1,1,1,1,1,1,,,,,1,,1,1,1,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 1 Floor, No. 351, Fu Lian Road, Tainan City",台南市,東區,盛馨,台南市東區府連路351號1樓.353號1樓,,,1,,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,1,,1,,
"1st Floor, No. 189, No. 189, No. 189, Yifeng Street, Tainan City",台南市,東區,祥發,台南市東區裕豐街187號189號191號1樓,,1,1,1,1,,,,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,1,,
"1st Floor, No. 111, Yidong Road, Tainan City",台南市,東區,凱旋,台南市東區怡東路111號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,1,,,1,1,,,
"No. 1 Yule Street, East District, Tainan City",台南市,東區,勝堉,台南市東區育樂街1號,,,1,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,1,,,1,,,,
"1st Floor, No. 657, Yuong Road, East District, Tainan City",台南市,東區,富裕,台南市東區後甲里裕農路657號1樓,,1,1,1,1,,,,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 199, Section 1, East Gate Road, Dongmenli, East District, Tainan City",台南市,東區,森田,台南市東區東門里東門路一段199號,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,,1,,1,,,1,,,,
"No. 84, Section 2, Linden Road, East District, Tainan City",台南市,東區,新東,台南市東區林森路二段84號,,,1,1,1,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,1,,,,
"No. 53, No. 53, West Section of East District, Tainan City",台南市,東區,新東育,台南市東區大學路西段53號1樓2樓,,,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"1st floor, No. 16, Dongmenli Road, Dongmenli, East District, Tainan City",台南市,東區,新新樓,台南市東區東門里前鋒路16號1樓,,,1,1,1,,,,,,,,1,,1,1,,,,,,1,,1,1,1,,1,,1,1,,,,
"No. 1 Yuxue Road, East District, Tainan City",台南市,東區,裕文,台南市東區裕學路1號,,,1,1,1,,,1,,1,,,1,1,1,1,,,,,,1,,1,1,1,,,1,1,1,,,,
"1st floor, No. 177, Yuxin Road, East District, Tainan City",台南市,東區,裕平,台南市東區關聖里裕信路177號1樓,,,1,1,1,,,,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 888, Yinong Road, East District, Tainan City",台南市,東區,裕孝,台南市東區裕農路888號1樓,,1,1,1,,,1,,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,1,,
"No. 352, Yuxin Road, Dong District, Tainan City",台南市,東區,裕信,台南市東區裕信路352號,1,1,1,1,1,,,,,1,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 76, Fuxingli Road, East District, Tainan City",台南市,東區,裕興,台南市東區復興里裕文路76號1樓,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 289, 291, 293, East Gate Road, Dongmen Road, Tainan City",台南市,東區,裕豐,台南市東區東門路二段289、291、293號1樓,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,1,,1,1,1,,1,,,1,,,,
"No. 101, De Dong Street, East District, Tainan City",台南市,東區,鼎亨,台南市東區德東街101號,,,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 86-1, No. 86-1, Honorary Street, East District, Tainan City",台南市,東區,榮譽,台南市東區榮譽街86號86-1號1樓,,1,1,1,1,,,1,,,,1,1,1,1,1,,,,,,1,,1,1,1,,1,,1,1,,1,,
"No. 377-1, Chongming Road, East District, Tainan City",台南市,東區,福耀,台南市東區崇明路377號377-1號,,,1,1,1,,,,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 95-3, Section 2, Datong Road, East District, Tainan City",台南市,東區,億載,台南市東區大同路二段95-3號,,,1,,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 269, Chongde Road, East District, Tainan City",台南市,東區,德光,台南市東區崇德路269號,,,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,
"No. 416 Youth Road, East District, Tainan City",台南市,東區,慶東,台南市東區青年路416號,,,1,1,1,,,,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 5, No. 5, Lane 24, Lane 192, Section 2, East District, Tainan City",台南市,東區,衛國,台南市東區林森路二段192巷24弄5號.7號,,,1,1,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 71, back wall of the back wall of Tainan City",台南市,後壁區,後壁,台南市後壁區後壁里後壁71號,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 346, Molinli, Houbi District, Tainan City",台南市,後壁區,菁寮,台南市後壁區墨林里346號,,,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 200, Fu'anli, Houbi District, Tainan City",台南市,後壁區,蓮營,台南市後壁區福安里200號,1,1,1,1,1,1,,1,,,,,1,1,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 74-6, Cyli Tzuchikin, Dongshan District, Tainan City",台南市,東山區,東山站,台南市東山區科里里枋子林74-6號,,,1,,1,,,,,,1,1,1,1,1,,,,,,,,,1,1,1,1,1,,1,,,,,
"1st Floor, Section 1, Section 1, Xindong Road, Dongshan District, Tainan City",台南市,東山區,東金,台南市東山區新東路一段19號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,1,1,
"No. 235, Dongshanli, Dongshan District, Tainan City",台南市,東山區,東勝,台南市東山區東山里235號,,,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 191, Tongyuanli, Dongyuanli, Dongshan District, Tainan City",台南市,東山區,崇原,台南市東山區東原里24鄰前大埔191號1樓,,1,1,1,1,,,1,,,1,,1,,1,1,,1,,,,1,,1,1,1,,1,,1,1,1,1,,
"No. 976, Jijiangli, Beimen District, Tainan City",台南市,北門區,代天府,台南市北門區鯤江里976號,,,1,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,
"No. 841-1, Jijiangli, Beimen District, Tainan City",台南市,北門區,南鯤鯓,台南市北門區鯤江里841-1號,,1,1,1,1,,,1,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,
"No. 143 Zhongzheng Road, Xuejia District, Tainan City",台南市,學甲區,超順,台南市學甲區中正路143號,1,,1,1,1,,,,,,,,1,,,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 187, Zhongshan Road, Xuejia District, Tainan City",台南市,學甲區,夢公園,台南市學甲區中山路187號1樓,1,1,1,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 321, Renoli, Xuejia District, Xuejia District, Tainan City",台南市,學甲區,學甲,台南市學甲區仁得里華宗路321號,,1,1,1,1,,,,,,,,1,,,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 296, Caishengli Road, Xuejia District, Tainan City",台南市,學甲區,學成,台南市學甲區慈生里中正路296號,,1,1,1,1,,,,,,,,1,1,,1,,,,,,,,1,1,1,,1,,,1,,,,
"1st floor, No. 50, Xinyi Road, Mingyi Li, Xuejia District, Tainan City",台南市,學甲區,學信,台南市學甲區明宜里信義路50號1樓,,1,1,1,,,,,,,,,1,1,1,,,,,,,1,,1,1,1,,,,,1,,1,,
"No. 1286, Zhongyingli, Xiaying District, Tainan City",台南市,下營區,上營,台南市下營區中營里1286號,1,1,1,1,1,,,,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 48, No. 48, Section 1, Zhongshan Road, Xiaying District, Xiaying District, Tainan City",台南市,下營區,新下營,台南市下營區下營里中山路一段46號48號1樓,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,,1,,,1,,1,,
"No. 321, Zhongzheng Road, Liujiali, Liujia District, Tainan City",台南市,六甲區,七甲,台南市六甲區六甲里中正路321之1號,,,1,1,1,,,1,,,,,1,1,,,,,,,,,,1,1,1,,1,,,1,,1,,
"No. 552, 22 neighboring Zhongzheng Road, Liujia District, Liujia District, Tainan City",台南市,六甲區,六甲,台南市六甲區六甲里22鄰中正路552號,,,1,1,1,,,,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 111-8, Lilin Fengying, Zhongshe, Liujia District, Tainan City",台南市,六甲區,林鳳營,台南市六甲區中社里林鳳營111-8號1樓,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,,,1,1,,,,
"Before No. 176 Nanxi Lizhong Road, Nanxi District, Tainan City",台南市,楠西區,梅花,台南市楠西區楠西里中正路176號前面,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,,1,1,,,,,1,,,,
"10 10 neighbor Vehicle Vehicles No. 61, No. 61, Lutianli, Nanxi District, Tainan City",台南市,楠西區,楠西,台南市楠西區鹿田里11鄰油車61號之10,,1,1,1,1,1,,1,,,,,1,,,1,,,,,,1,,1,1,1,,,,,1,,,,
"No. 5, No. 102, dense branches in the dense branch in Nanxi District, Tainan City",台南市,楠西區,趣淘,台南市楠西區密枝里密枝102之5號1樓,,,1,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,
"No. 2 of 29, Evergreen Li Evergrande, General of Tainan City",台南市,將軍區,將軍,台南市將軍區長榮里長榮29之2號,1,1,1,1,1,,1,1,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,1,,
Tainan City General Region will be No. 4 of Fuli 49,台南市,將軍區,將富,台南市將軍區將富里49之八號,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 3-1, 1 neighbor Temple, Longli, Zili District, Jiali District, Tainan City",台南市,佳里區,子龍,台南市佳里區子龍里1鄰子良廟3-1號,1,,1,1,1,,,1,,,,,1,1,1,1,,,,,,1,,1,1,1,,,,,1,,,,
"1st Floor, No. 215, Jiaxi Road, Jiali District, Tainan City",台南市,佳里區,佳文,台南市佳里區佳西路215號1樓,,1,1,1,1,,,,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 361, Jiadong Road, Jiali District, Tainan City",台南市,佳里區,佳立,台南市佳里區佳東路361號,,1,1,1,1,,,1,,,,,1,1,1,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 570-51, Jiali, Xinghua District, Jiali District, Tainan City",台南市,佳里區,佳成,台南市佳里區興化里佳里興570-51號1樓,,,1,1,1,,,1,,,1,,1,,1,1,,1,,,,1,,1,1,1,,,,,1,,,,
"No. 197-1, Guangfu Road, Jiali District, Tainan City",台南市,佳里區,佳里,台南市佳里區光復路197號197-1號,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 1 Floor, No. 7, Jinshi Road, Jiali District, Tainan City",台南市,佳里區,佳東,台南市佳里區進學路7號1樓,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,,,
"1st Floor, No. 216, Jiannanli Road, Jiannanli, Jiali District, Tainan City",台南市,佳里區,佳龍,台南市佳里區建南里勝利路216號1樓,1,1,1,1,1,,,1,,,,,1,1,,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 256, near Jiannanli Road, Jiannanli Road, Jiali District, Tainan City",台南市,佳里區,南龍,台南市佳里區建南里安南路22鄰256號,1,,1,1,1,,1,1,,1,,1,1,1,1,1,,,,,,,,1,1,1,,1,,1,1,,,,
"No. 12-1, Tuoko Nineri, Jiali District, Tainan City",台南市,佳里區,塭內,台南市佳里區塭內里塭子內12-1號,,1,1,1,,,,,,,,,1,1,1,,,,,,,1,,1,1,1,,1,,,1,,,,
"1st Floor, Renai Road, Jiali District, Tainan City",台南市,佳里區,愛佳,台南市佳里區仁愛路269號1樓,,1,1,1,,,,,,,1,,1,,1,,,1,,,,1,,1,1,1,,,,,1,,,,
"No. 195, Yanping Road, Jiali District, Tainan City",台南市,佳里區,新北中,台南市佳里區延平路195號,,,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 212, Zhongxiao Road, Anci District, Jiali District, Tainan City",台南市,佳里區,新佳忠,台南市佳里區安西里忠孝路212號1樓,,1,1,1,1,,,,,,,,1,1,,,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 196, Dongningli Culture Road, Jiali District, Tainan City",台南市,佳里區,新佳興,台南市佳里區東寧里文化路196號1樓,,,1,1,1,,,,,,,,1,,,1,,,,,,,,1,,,,,,,1,,,,
"No. 1 No. 1 No. 1 Oil Vehicles No. 24 in Madou District Madou District, Tainan City",台南市,麻豆區,真新,台南市麻豆區油車里油車24之1號,,1,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 36-205, Nanli, Nanshi, Madou District, Tainan City",台南市,麻豆區,麻中,台南市麻豆區南勢里南勢36-205號,,1,1,1,1,,,,,,,,1,,,1,,,,,,,,1,1,,,,,,1,,,,
"Lingzilin No. 17-13, Madou District, Tainan City",台南市,麻豆區,麻佳,台南市麻豆區苓子林17-13號,,1,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 10-1, Minquan Road, Jinjiangli, Madou District, Tainan City",台南市,麻豆區,麻善,台南市麻豆區晉江里民權路10-1號,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,1,,,,
"No. 289, Zhongzheng Road, Madou District, Tainan City",台南市,麻豆區,麻新,台南市麻豆區中正路289號,,1,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 80, 80 adjacent to Dashan Foot 1, Madou District, Madou District, Tainan City",台南市,麻豆區,麻學,台南市麻豆區大山里8鄰大山腳1之80號,1,1,1,1,1,,,1,,,,,1,1,,1,,,,,,,1,1,1,1,,1,,1,1,,1,,
"11 neighboring Zhongshan Road, Madou District, Madou District, Tainan City",台南市,麻豆區,新麻豆,台南市麻豆區榖興里11鄰中山路11號,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,1,,,1,,1,,
"No. 179, No. 177 Lixing Middle Road, Dongjiao, Madou District, Tainan City",台南市,麻豆區,新曾文,台南市麻豆區東角里興中路177號179號,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,
"40-10 Xingguo Road, Madou District, Tainan City",台南市,麻豆區,新黎明,台南市麻豆區興國路40-10號,,1,1,1,1,1,,1,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 141-21, Madou District, Madou District, Tainan City",台南市,麻豆區,黎營,台南市麻豆區井東里磚子井141-21號1樓,,1,1,1,,,,,,1,,,1,,1,,,,,,,1,,1,1,1,,,1,,1,,,,
"No. 81, Lane 25, West Street, Lagua, Gongshong, Guantian District, Tainan City",台南市,官田區,二鎮,台南市官田區二區里工社西街25巷81號,1,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 66, Oshi, Guantian District, Tainan City",台南市,官田區,南藝,台南市官田區大崎里66號,,,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,1,,1,1,,,,
"No. 98-5, No. 98-5, Hushanli, Guantian District, Tainan City",台南市,官田區,烏山頭,台南市官田區湖山里98-4號98-5號,,1,1,1,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 130 neighboring Cultural Street, Longtianli, Guantian District, Tainan City",台南市,官田區,隆田,台南市官田區隆田里14鄰文化街130號,,1,1,1,1,,1,1,,,1,,1,,1,1,,1,,,,,,1,1,1,,,,,1,,1,1,
"1st floor, No. 172-8, Dazhuang, Daini District, Tainan City",台南市,大內區,內庄,台南市大內區內庄172-8號1樓,,,1,,,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,1,,,,
"No. 153, Ishizer, Shihishi, Daicheng District, Tainan City",台南市,大內區,新大內,台南市大內區石城里石子瀨122之153號,,1,1,1,1,1,,1,,,1,,1,,1,1,,1,,,,1,,1,1,1,,1,1,,1,1,,,1
"54 Zhongzheng Road, Yujing District, Tainan City",台南市,玉井區,玉井,台南市玉井區中正路54號,,,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"1st Floor, No. 97, Zhongshan Road, Yutian District, Tainan City",台南市,玉井區,新玉馥,台南市玉井區玉田里中山路97號1樓,,1,1,1,1,,,,,,1,,1,,1,1,,,,,,1,,1,1,1,,,,,1,,,,
"No. 128, No. 128, Nanhua District, Nanhua District, Tainan City",台南市,南化區,南化,台南市南化區南化里128號1樓,,1,1,1,,,1,,,,,,1,,,,,,,,,,,1,1,,,1,,,1,,1,,
"No. 154-1, Seven Stocks District, Qihuang District, Tainan City",台南市,七股區,七股,台南市七股區七股里14鄰154-1號,1,1,1,1,1,,,1,,,1,,1,1,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"1st floor, No. 272, Dali Li, Qichen District, Tainan City",台南市,七股區,大埕,台南市七股區大珵里272號1樓,,1,1,1,1,,,1,,1,,,1,1,1,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 366-1, Zhongshan Road, Xigang District, Xigang District, Tainan City",台南市,西港區,西港,台南市西港區西港里中山路366-1號,,1,1,1,1,1,,1,,,1,,1,1,1,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 1 Yingxili, Xigang District, Tainan City",台南市,西港區,後營,台南市西港區營西里1號,1,1,1,1,1,,,1,,,,,1,,,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 8-77.8-78, Qing'anli Xinxing Street, Xigang District, Tainan City",台南市,西港區,喬興,台南市西港區慶安里新興街8-77.8-78號,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,1,,1,,,,
"No. 8 of No. 469, Zhongshan Road, Xigang District, Tainan City",台南市,西港區,嘉倫,台南市西港區中山路469之8號,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,,,
"No. 25-2, Qing'anli Xinxing Street, Xigang District, Tainan City",台南市,西港區,慶安,台南市西港區慶安里新興街25-2號,,1,1,1,1,,,1,,,,,1,,1,1,,,,,,,,1,1,1,,,,,1,,,,
"No. 8, No. 8 Road No. 2 Road, Sulinli, Tainan City, Tainan City",台南市,安定區,18廠B,台南市安定區蘇林里北園二路8號,,,,,,,,,,,1,1,1,1,1,,,1,1,,,1,,1,1,1,,1,,1,,,,,
"1st Floor, No. 8, Beiyuan Second Road, Daeding District, Tainan City",台南市,安定區,F18,台南市安定區北園二路8號1樓,,,,,,,,,,,,,1,1,1,,,,1,,,,1,1,1,1,,1,,,,,,,
"1st Floor, No. 8, Beiyuan Second Road, Daeding District, Tainan City",台南市,安定區,F18B,台南市安定區北園二路8號1樓,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
"Six Blocks 10-13.10-15, Jiatongli, Tainan City, Tainan City",台南市,安定區,安科,台南市安定區嘉同里六塊寮10-13.10-15號,,1,1,1,,,,,,,,,1,,1,,,,,,,1,,1,1,1,,,,,1,,,,
"No. 37-28, Hong Kong Tail, Gangwei, Tainan City, Tainan City",台南市,安定區,安高,台南市安定區港尾里港子尾37-28號,1,1,1,1,1,,,1,,,,,1,1,,1,,,,,,,,1,1,1,,1,,,1,,,,
"No. 8 Haiyu Street, Haiyu, Haiyu District, Tainan City",台南市,安定區,海寮,台南市安定區海寮里海寮街8號,,,1,1,1,1,,,,,,,1,1,1,1,,,,,,1,,1,1,1,,1,,,1,,,,
"No. 1 Floor, No. 245-10, Port, Tainan City, Tainan City",台南市,安定區,港達,台南市安定區港口里245-10號1樓,,1,1,1,1,,,,,,,,1,,1,1,,,,,,1,,1,1,1,,,,,1,,1,,
"No. 163, Hangnanli, Tainan City, Tainan City",台南市,安定區,港龍,台南市安定區港南里163號,,,1,1,1,,,,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,
